part,table,insurer,year,hb_context,hb_metric,hb_value,status,iris_metric,iris_lob,iris_cob,iris_value,ratio
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2017-18,Individual Business,No. of Persons Covered,9584.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2017-18,Individual Business,Gross Premium (₹Lakh),853.8561169699916,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2017-18,TOTAL,No. of policies,9637.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2017-18,TOTAL,No. of Persons Covered,9584.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2017-18,TOTAL,Gross Premium (₹Lakh),853.8561169699916,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2018-19,Group Insurance business excluding Govt Sponsored Schemes,No. of policies,0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2018-19,Group Insurance business excluding Govt Sponsored Schemes,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2018-19,Group Insurance business excluding Govt Sponsored Schemes,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2018-19,Individual Business,No. of policies,7693.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2018-19,Individual Business,No. of Persons Covered,7656.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2018-19,Individual Business,Gross Premium (₹Lakh),723.0686845499907,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2018-19,TOTAL,No. of policies,7693.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2018-19,TOTAL,No. of Persons Covered,7656.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2018-19,TOTAL,Gross Premium (₹Lakh),723.0686845499907,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2019-20,Group Insurance business excluding Govt Sponsored Schemes,No. of policies,0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2019-20,Group Insurance business excluding Govt Sponsored Schemes,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2019-20,Group Insurance business excluding Govt Sponsored Schemes,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2019-20,Individual Business,No. of policies,6753.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2019-20,Individual Business,No. of Persons Covered,6723.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2019-20,Individual Business,Gross Premium (₹Lakh),942.50895,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2019-20,TOTAL,No. of policies,6753.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2019-20,TOTAL,No. of Persons Covered,6723.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2019-20,TOTAL,Gross Premium (₹Lakh),942.50895,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2020-21,Group Insurance business excluding Govt Sponsored Schemes,No. of policies,0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2020-21,Group Insurance business excluding Govt Sponsored Schemes,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2020-21,Group Insurance business excluding Govt Sponsored Schemes,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2020-21,Individual Business,No. of policies,5883.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2020-21,Individual Business,No. of Persons Covered,5845.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2020-21,Individual Business,Gross Premium (₹Lakh),986.6122370000031,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2020-21,TOTAL,No. of policies,5883.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2020-21,TOTAL,No. of Persons Covered,5845.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2020-21,TOTAL,Gross Premium (₹Lakh),986.6122370000031,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2021-22,Group Insurance business excluding Govt Sponsored Schemes,No. of policies,0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2021-22,Group Insurance business excluding Govt Sponsored Schemes,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2021-22,Group Insurance business excluding Govt Sponsored Schemes,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2021-22,Individual Business,No. of policies,4857.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2021-22,Individual Business,No. of Persons Covered,4823.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2021-22,Individual Business,Gross Premium (₹Lakh),975.6373684249994,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2021-22,TOTAL,No. of policies,4857.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2021-22,TOTAL,No. of Persons Covered,4823.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2021-22,TOTAL,Gross Premium (₹Lakh),975.6373684249994,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2022-23,Group Insurance business excluding Govt Sponsored Schemes,No. of policies,0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2022-23,Group Insurance business excluding Govt Sponsored Schemes,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2022-23,Group Insurance business excluding Govt Sponsored Schemes,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2022-23,Individual Business,No. of policies,4377.0,relocated,corporate_agent__count,Avg Individual Policies Sold per Agent,General,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2022-23,Individual Business,No. of Persons Covered,3369.0,ok,no_of_persons_covered__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2022-23,Individual Business,Gross Premium (₹Lakh),901.22,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2022-23,TOTAL,No. of policies,4377.0,relocated,corporate_agent__count,Avg Individual Policies Sold per Agent,General,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2022-23,TOTAL,No. of Persons Covered,3369.0,ok,no_of_persons_covered__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2022-23,TOTAL,Gross Premium (₹Lakh),901.22,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2023-24,Group Insurance business excluding Govt Sponsored Schemes,No. of policies,0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2023-24,Group Insurance business excluding Govt Sponsored Schemes,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2023-24,Group Insurance business excluding Govt Sponsored Schemes,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2023-24,Individual Business,No. of policies,3637.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2023-24,Individual Business,No. of Persons Covered,2786.0,ok,no_of_persons_covered__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2023-24,Individual Business,Gross Premium (₹Lakh),790.4,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2023-24,TOTAL,No. of policies,3637.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2023-24,TOTAL,No. of Persons Covered,2786.0,ok,no_of_persons_covered__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2023-24,TOTAL,Gross Premium (₹Lakh),790.4,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2024-25,Group Insurance business excluding Govt Sponsored Schemes,No. of policies,0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2024-25,Group Insurance business excluding Govt Sponsored Schemes,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2024-25,Individual Business,No. of policies,2951.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2024-25,Individual Business,No. of Persons Covered,2210.0,ok,no_of_persons_covered__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2024-25,Individual Business,Gross Premium (₹Lakh),655.92,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2024-25,TOTAL,No. of policies,2951.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2024-25,TOTAL,No. of Persons Covered,2210.0,ok,no_of_persons_covered__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bajaj Allianz Life Insurance Company Ltd.,2024-25,TOTAL,Gross Premium (₹Lakh),655.92,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2016-17,Group Insurance business excluding Govt Sponsored Schemes,No. of policies,0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2016-17,Group Insurance business excluding Govt Sponsored Schemes,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2016-17,Group Insurance business excluding Govt Sponsored Schemes,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2016-17,Individual Business,No. of policies,6583.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2016-17,Individual Business,No. of Persons Covered,6554.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2016-17,Individual Business,Gross Premium (₹Lakh),539.59,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2016-17,TOTAL,No. of policies,6583.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2016-17,TOTAL,No. of Persons Covered,6554.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2016-17,TOTAL,Gross Premium (₹Lakh),539.59,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2017-18,Group Insurance business excluding Govt Sponsored Schemes,No. of policies,0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2017-18,Group Insurance business excluding Govt Sponsored Schemes,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2017-18,Group Insurance business excluding Govt Sponsored Schemes,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2017-18,Individual Business,No. of policies,6209.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2017-18,Individual Business,No. of Persons Covered,6182.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2017-18,Individual Business,Gross Premium (₹Lakh),504.27379,relocated,loans__inr,Balance Sheet,Policyholders’ Funds,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2017-18,TOTAL,No. of policies,6209.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2017-18,TOTAL,No. of Persons Covered,6182.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2017-18,TOTAL,Gross Premium (₹Lakh),504.27379,relocated,loans__inr,Balance Sheet,Policyholders’ Funds,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2018-19,Group Insurance business excluding Govt Sponsored Schemes,No. of policies,0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2018-19,Group Insurance business excluding Govt Sponsored Schemes,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2018-19,Group Insurance business excluding Govt Sponsored Schemes,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2018-19,Individual Business,No. of policies,6051.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2018-19,Individual Business,No. of Persons Covered,6027.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2018-19,Individual Business,Gross Premium (₹Lakh),543.6229853,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2018-19,TOTAL,No. of policies,6051.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2018-19,TOTAL,No. of Persons Covered,6027.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2018-19,TOTAL,Gross Premium (₹Lakh),543.6229853,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2019-20,Group Insurance business excluding Govt Sponsored Schemes,No. of policies,0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2019-20,Group Insurance business excluding Govt Sponsored Schemes,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2019-20,Group Insurance business excluding Govt Sponsored Schemes,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2019-20,Individual Business,No. of policies,5838.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2019-20,Individual Business,No. of Persons Covered,5798.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2019-20,Individual Business,Gross Premium (₹Lakh),522.2163607999984,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2019-20,TOTAL,No. of policies,5838.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2019-20,TOTAL,No. of Persons Covered,5798.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2019-20,TOTAL,Gross Premium (₹Lakh),522.2163607999984,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2020-21,Group Insurance business excluding Govt Sponsored Schemes,No. of policies,0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2020-21,Group Insurance business excluding Govt Sponsored Schemes,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2020-21,Group Insurance business excluding Govt Sponsored Schemes,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2020-21,Individual Business,No. of policies,5355.0,relocated,actual_reported_during_the_year__count,Grievances (Life),General,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2020-21,Individual Business,No. of Persons Covered,5186.9999999999945,ok,no_of_persons_covered__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2020-21,Individual Business,Gross Premium (₹Lakh),452.1472017599999,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2020-21,TOTAL,No. of policies,5355.0,relocated,actual_reported_during_the_year__count,Grievances (Life),General,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2020-21,TOTAL,No. of Persons Covered,5186.9999999999945,ok,no_of_persons_covered__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2020-21,TOTAL,Gross Premium (₹Lakh),452.1472017599999,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2021-22,Group Insurance business excluding Govt Sponsored Schemes,No. of policies,0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2021-22,Group Insurance business excluding Govt Sponsored Schemes,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2021-22,Group Insurance business excluding Govt Sponsored Schemes,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2021-22,Individual Business,No. of policies,4380.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2021-22,Individual Business,No. of Persons Covered,4234.0,ok,no_of_persons_covered__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2021-22,Individual Business,Gross Premium (₹Lakh),407.791334127121,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2021-22,TOTAL,No. of policies,4380.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2021-22,TOTAL,No. of Persons Covered,4234.0,ok,no_of_persons_covered__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2021-22,TOTAL,Gross Premium (₹Lakh),407.791334127121,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2022-23,Group Insurance business excluding Govt Sponsored Schemes,No. of policies,0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2022-23,Group Insurance business excluding Govt Sponsored Schemes,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2022-23,Group Insurance business excluding Govt Sponsored Schemes,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2022-23,Individual Business,No. of policies,4608.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2022-23,Individual Business,No. of Persons Covered,4584.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2022-23,Individual Business,Gross Premium (₹Lakh),387.4206,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2022-23,TOTAL,No. of policies,4608.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2022-23,TOTAL,No. of Persons Covered,4584.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2022-23,TOTAL,Gross Premium (₹Lakh),387.4206,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2023-24,Group Insurance business excluding Govt Sponsored Schemes,No. of policies,0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2023-24,Group Insurance business excluding Govt Sponsored Schemes,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2023-24,Group Insurance business excluding Govt Sponsored Schemes,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2023-24,Individual Business,No. of policies,4363.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2023-24,Individual Business,No. of Persons Covered,4062.0,relocated,within_1_month_2__count,Micro-Insurance Claim Settlement - Group,Settlement of claims- Benefit Amount Paid (₹Lakh),,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2023-24,Individual Business,Gross Premium (₹Lakh),362.5618376169511,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2023-24,TOTAL,No. of policies,4363.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2023-24,TOTAL,No. of Persons Covered,4062.0,relocated,within_1_month_2__count,Micro-Insurance Claim Settlement - Group,Settlement of claims- Benefit Amount Paid (₹Lakh),,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2023-24,TOTAL,Gross Premium (₹Lakh),362.5618376169511,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2024-25,Individual Business,No. of policies,4168.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2024-25,Individual Business,No. of Persons Covered,4141.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2024-25,Individual Business,Gross Premium (₹Lakh),358.86,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2024-25,TOTAL,No. of policies,4168.0,ok,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2024-25,TOTAL,No. of Persons Covered,4141.0,relocated,no_of_policies__count,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Bharti AXA Life Insurance Company Ltd.,2024-25,TOTAL,Gross Premium (₹Lakh),358.86,ok,gross_premium__inr,Health Business by Life Insurers - Renewal,Individual,,
Part III,74,Canara HSBC Life Insurance Company Ltd.,2016-17,Group Insurance business excluding Govt Sponsored Schemes,No. of policies,0.0,missing_zero,,,,,
Part III,74,Canara HSBC Life Insurance Company Ltd.,2016-17,Group Insurance business excluding Govt Sponsored Schemes,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Canara HSBC Life Insurance Company Ltd.,2016-17,Group Insurance business excluding Govt Sponsored Schemes,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Canara HSBC Life Insurance Company Ltd.,2016-17,Individual Business,No. of policies,0.0,missing_zero,,,,,
Part III,74,Canara HSBC Life Insurance Company Ltd.,2016-17,Individual Business,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Canara HSBC Life Insurance Company Ltd.,2016-17,Individual Business,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Canara HSBC Life Insurance Company Ltd.,2016-17,TOTAL,No. of policies,0.0,missing_zero,,,,,
Part III,74,Canara HSBC Life Insurance Company Ltd.,2016-17,TOTAL,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Canara HSBC Life Insurance Company Ltd.,2016-17,TOTAL,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Canara HSBC Life Insurance Company Ltd.,2017-18,Group Insurance business excluding Govt Sponsored Schemes,No. of policies,0.0,missing_zero,,,,,
Part III,74,Canara HSBC Life Insurance Company Ltd.,2017-18,Group Insurance business excluding Govt Sponsored Schemes,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Canara HSBC Life Insurance Company Ltd.,2017-18,Group Insurance business excluding Govt Sponsored Schemes,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Canara HSBC Life Insurance Company Ltd.,2017-18,Individual Business,No. of policies,0.0,missing_zero,,,,,
Part III,74,Canara HSBC Life Insurance Company Ltd.,2017-18,Individual Business,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Canara HSBC Life Insurance Company Ltd.,2017-18,Individual Business,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
Part III,74,Canara HSBC Life Insurance Company Ltd.,2017-18,TOTAL,No. of policies,0.0,missing_zero,,,,,
Part III,74,Canara HSBC Life Insurance Company Ltd.,2017-18,TOTAL,No. of Persons Covered,0.0,missing_zero,,,,,
Part III,74,Canara HSBC Life Insurance Company Ltd.,2017-18,TOTAL,Gross Premium (₹Lakh),0.0,missing_zero,,,,,
